season,episode,character,line
S06,E24,Rachel," See? Now, he could date her."
S06,E24,Chandler," Will you marry me? Will you marry me?  Hey, you marry me!  What’s going on little elves?"
S06,E24,Joey, It’s the big night! We wanted to wish you good luck!
S06,E24,Ross," Yeah, yeah you have the ring?"
S06,E24,Chandler," Yeah, right here in my pocket.  Pheebs?"
S06,E24,Phoebe, Oh! Oop! 
S06,E24,Chandler," Okay, now will you guys get out of here? I want this is to be a surprise and she’s gonna know."
S06,E24,Ross,  Yeah-yeah you guys. Get out of here!
S06,E24,Monica, Hi guys.
S06,E24,Chandler,  You are beautiful.
S06,E24,Monica," Oh, thank you!   What’s going on?"
S06,E24,Rachel,  We’re just really…very excited about this charity event that we have to go to.
S06,E24,Phoebe, Here.
S06,E24,Rachel, Oh! Thank you!
S06,E24,Phoebe, So now what’s going on here?
S06,E24,Rachel," Uh well, uh this is a silent auction. They lay out all the stuff here and then you write down your offer and then the highest bid gets it."
S06,E24,Phoebe," No, I know what a silent is I meant, what’s going on with your hair?"
S06,E24,Rachel,"  Uh, wh-why?"
S06,E24,Phoebe, No! It’s nice!
S06,E24,Rachel," Oh, hi!"
S06,E24,Rachel," Someone? I brought people. Mr. Thompson, this is Phoebe. Phoebe, this is Mr. Thompson.  He’s the head of my department."
S06,E24,Phoebe," Oh, hi. "
S06,E24,Rachel, And I also brought my friend Joey…
S06,E24,Joey,  Oh!! Shrimp toast! 
S06,E24,Rachel," Well, y’know I-I don’t know where he is."
S06,E24,Rachel," Well, y’know what? Actually, I was about to bid on this lovely trip to Paris."
S06,E24,Rachel, Yeah.
S06,E24,Rachel," Thank you.  Okay,  twenty dollars."
S06,E24,Ross, What’s-what’s going on?
S06,E24,Ross," Oh, you have to call the police! That’s what I did to the kids in my building!"
S06,E24,Ross," Oh!  Listen umm, I, I just stopped by to see if you wanted to see this play tonight. Umm, it’s supposed to be excellent. The director is the same…"
S06,E24,Ross," No! Okay! Okay!  Okay, look, can I, can I just-just talk to you for a second?"
S06,E24,Ross," Uh, so this play umm, what do you think? It’s-it’s gotten great reviews! Y’know the uh…"
S06,E24,Ross,  Everybody put their balloons down!!!  Now this is a nice suit!! 
S06,E24,Rachel, Ugh! So close!
S06,E24,Phoebe, Hey you guys! Look!
S06,E24,Joey, Hey!
S06,E24,Phoebe, I got me some drinks!
S06,E24,Rachel, What are you doing?
S06,E24,Phoebe, Open bar!
S06,E24,Rachel, Well now it’s an empty bar.
S06,E24,Phoebe, You just can’t stand anyone else enjoying themselves can’t you?
S06,E24,Joey, I won! That was my guess!
S06,E24,Rachel, What?! What?! What?!
S06,E24,Joey," I guessed 20,000!"
S06,E24,Rachel," Joey! It is an auction! You don’t guess, you buy!"
S06,E24,Joey," What?! I don’t have 20,000!"
S06,E24,Rachel, Joey! Sit down! 
S06,E24,Phoebe, Forget her! You enjoy this!! 
S06,E24,Monica, What are you doing?
S06,E24,Chandler,"  One nation, under God. Indivisible with liberty and justice for all.  I remembered it.  The champagne is here. "
S06,E24,Monica, Are you okay?
S06,E24,Chandler, Yes! Yes! I’m good! Are you good? Are you good? Is everything—are you—are you perrr-perfect?!
S06,E24,Monica," Yeah. I’m okay. I’m actually—I’m a little cold, can I have your jacket?"
S06,E24,Chandler," Oh, yeah.  Uh, no you can’t have my jacket! Because then I would be cold! If you thought that you were going to be cold, you should’ve brought your own jacket. But uh, other than that, are you okay? Are you okay?"
S06,E24,Monica,  Are you sure you’re okay?
S06,E24,Chandler," Yes! I’m fine. In fact I’ve been fine for a long time now and I think, the reason is you."
S06,E24,Monica, Ohh that’s sweet!
S06,E24,Chandler," Okay umm, before I meant you I had really little life and I couldn’t imagine growing old with…"
S06,E24,Monica,  Oh my God!
S06,E24,Chandler,"  I know, but just let me say it."
S06,E24,Monica," Oh my God, Richard. "
S06,E24,Chandler," What?! I’m Chandler!  Oh, that’s Richard!"
S06,E24,Monica," Oh God, maybe he won’t see us. Richard!"
S06,E24,Chandler," Hey-hey, hey!  I don’t know why I did that!"
S06,E24,Monica," Hey, it’s good to see you!"
S06,E24,Monica," Yeah—Oh that’s right. You, you always wanted me too. Hey, I see you got your mustache back."
S06,E24,Chandler,"  And uh, you don’t have a mustache which is good.  I’m Chandler; I make jokes when I’m uncomfortable."
S06,E24,Chandler, Hi.
S06,E24,Chandler," Richard! No one supposed to know about us!  See I, did it again."
S06,E24,Monica," Chandler, wh-why don’t we sit down?"
S06,E24,Chandler," Yeah, I’ll sit down. "
S06,E24,Monica,  It’s good to see you
S06,E24,Chandler, Yes. 
S06,E24,Rachel, What were you thinking?!
S06,E24,Joey, I didn’t know it was an auction!
S06,E24,Rachel, Wh?!
S06,E24,Joey," I figured, take a guess, help a charity, free boat!"
S06,E24,Rachel, Why would a charity give away a free boat?!
S06,E24,Joey, I don’t know! Charity?
S06,E24,Rachel, Ugh!
S06,E24,Phoebe," Well, just buy the damn boat! "
S06,E24,Rachel," Phoebe, don’t you think you’ve had enough to drink?"
S06,E24,Phoebe, I’m just helping the kids!
S06,E24,Rachel, How is you drinking helping the kids?
S06,E24,Phoebe," Because the more I drink, the less there is for the kids to drink."
S06,E24,Joey, Oh hi!
S06,E24,Joey," Just out of curiosity, how-how much is that boat worth?"
S06,E24,Joey,"  Hey, I was pretty close.  Uhh, so bad news. Umm, I can’t buy the boat, I don’t have any money."
S06,E24,Rachel," Joey! Joey, good one! "
S06,E24,Joey," So uh listen, I think I’m gonna take off now. "
S06,E24,Rachel,"  Hey! You…can’t…leave Joey! You agreed to buy that boat, all right?! That is a contract! And plus if you leave, my boss is gonna kill me!"
S06,E24,Joey," Well, what am I gonna do Rach?! I don’t have that kind of money!"
S06,E24,Rachel," I know. Okay.  Okay. Okay. All right. All right, this is what we’re gonna do, we are gonna go to the next highest bidder, and we are just gonna let them buy it, and then you’re just gonna pay the difference."
S06,E24,Joey, Okay.
S06,E24,Rachel, Okay.
S06,E24,Joey," Look, I don’t know why the kids need a youth center anyway! Y’know? They should just watch TV after school like I did and I turned out fine!"
S06,E24,Rachel, Not great.
S06,E24,Monica," And so, we’re hiding in the bathroom."
S06,E24,Monica, So I hide in the shower and the next thing you know they’re going at it right on the bathroom floor.
S06,E24,Chandler," I got a good one, I got a good one! I once walked in on both my parents making love to the same guy."
S06,E24,Monica, Ohh.
S06,E24,Chandler, What?!
S06,E24,Ross," Oh my God, you guys!! "
S06,E24,Chandler,"  Before you say anything, have we got a story for you! Guess who we bumped into at dinner!"
S06,E24,Ross, Who?
S06,E24,Chandler, Richard!
S06,E24,Ross, What?  A-ohh!  Ohh. Oh that’s right that’s right. That’s Richard’s favorite place too.
S06,E24,Chandler, Oh you knew that. Good!
S06,E24,Monica, I thought you were going out with Elizabeth.
S06,E24,Ross," Yeah, I was but uh, she was a little busy with a water balloon fight."
S06,E24,Monica," Oh Ross, sometimes grown-ups have commitments they just can’t get out of!"
S06,E24,Ross," Y’know, maybe she is too young for me. Y’know, when I was over there and she was running around with her friends, I felt like I was a baby-sitter. I finally started to see what you guys were talking about. I don’t know what to do."
S06,E24,Monica, Why don’t you just weigh out the good stuff about the relationship against the bad stuff. I mean that’s what I did when I first  weighing stuff.
S06,E24,Ross," Okay umm, bad stuff. Well, I’m-I’m 12 years older than she is."
S06,E24,Monica, If the school finds out you’re fired.
S06,E24,Ross, Hmm.
S06,E24,Monica, She’s leaving for three months.
S06,E24,Chandler, For camp!
S06,E24,Ross," Okay, good stuff. Umm, well she’s-she’s sweet and pretty and…"
S06,E24,Monica," Look Ross, the only question you need to ask is, ""Do you see a future?"" I mean like do you see yourself marrying her?  Oh my God! You did it already! You married her, didn’t you?!"
S06,E24,Ross," No! No! I…didn’t do that. It’s just… Okay, honestly no. I don’t, I don’t see a big future with her."
S06,E24,Monica, Okay well I think…that’s your answer.
S06,E24,Ross," I’ve got to talk to her. Ugh, I hate this part."
S06,E24,Chandler," Hey, you have to forget about Elizabeth. I mean if you’re not careful you may not get married at all this year!"
S06,E24,Joey," Rach! Rachel! Okay, the next highest bidder is at table one."
S06,E24,Rachel, Oh great!
S06,E24,Joey,  Oh and uh the guy who got the Paris trip is at table four.
S06,E24,Phoebe," Oh, okay."
S06,E24,Rachel,  Why do you care about the guy who won the Paris trip?
S06,E24,Phoebe," It’s a trip for two!  Excuse me.  Excuse me, is the person who won the Paris trip at this table?"
S06,E24,Phoebe," Oh, en chante. "
S06,E24,Joey," Uhh, excuse me is there a Mr. Bowmont at this table?"
S06,E24,Joey," Ahh, yes. "
S06,E24,Rachel," Oh well, hello. This is your lucky day Mr. Bowmont, the uh gentleman day sailer as just become available again and I believe that you made a bid of $18,000."
S06,E24,Joey, You-you have to pay that! It’s not just a guess.
S06,E24,Rachel,  Okay. Okay. 
S06,E24,Rachel, Ohh…
S06,E24,Joey, Are you kidding me?! She’s gonna this boat!
S06,E24,Rachel, Y-Yeah! What-what is your wife’s name?
S06,E24,Rachel," Pam! Oh God okay, just imagine this, ""The Pam."""
S06,E24,Joey, Aw-awww!
S06,E24,Rachel," Okay, uh-uh imagine this, ""The Mr. Bowmont."""
S06,E24,Joey, Oooooh…
S06,E24,Rachel," Okay look, let me paint you a little picture.  All right, you are settin’ sail up the Hudson! You’ve got the wind in your h——arms! You-you get all that peace and quiet that you’ve always wanted! You get back to nature! You can go fishin’! You can—ooh, you can get one of those little hats and have people call you captain, and then when you’re old, Cappy."
S06,E24,Joey, No way! It’s mine!!
S06,E24,Rachel,  What?! What?!
S06,E24,Joey, All that stuff you just said? I want that!
S06,E24,Rachel," But Joey you don’t have $20,000!"
S06,E24,Joey," Who cares?! I-I’ll make payments, whatever it takes, I want the Mr. Bowmont!!"
S06,E24,Joey," Oh my God, you’re back!"
S06,E24,Phoebe," Ohh, let me see it! Let me see your hand! "
S06,E24,Monica, Why do you want to see my hand?
S06,E24,Phoebe, I wanna see what’s in your hand. I wanna see the trash.
S06,E24,Joey, Yeah.
S06,E24,Phoebe," Eww! Oh, it’s all dirty. You should throw this out."
S06,E24,Monica,  Okay. 
S06,E24,Chandler,  What did you guys just do?!
S06,E24,Phoebe, What happened?
S06,E24,Chandler, Richard was there so I couldn’t do it!
S06,E24,Joey, What?! Noooo… 
S06,E24,Chandler," I’m gonna do it tomorrow y’know, and-and surprise her, but now you’ve ruined it!"
S06,E24,Joey, We didn’t ruin it!
S06,E24,Chandler, Who walks into a room and asks to see a person’s hands?!
S06,E24,Phoebe," Well, a palm reader, a manicurist, a hand doctor…"
S06,E24,Joey, Glove salesman!
S06,E24,Phoebe, Good one! Yeah.
S06,E24,Chandler, This is terrible. What am I going to do?
S06,E24,Phoebe," Look, she only suspects something okay? She doesn’t know for sure, so just throw her off the track."
S06,E24,Chandler," That’s right, I can throw her off. I can make her think marriage is the last thing on my mind."
S06,E24,Phoebe, Yeah! Yeah! Convince her that-that you’re scared of commitment! Convince her that you’re a little coward!
S06,E24,Chandler," I can do that, I’ve had 30 years of practice."
S06,E24,Joey," Hey, being you is finally gonna pay off! "
S06,E24,Monica,  I had to go all the way to the basement because some idiot keeps stuffing the trash chute with pizza boxes!
S06,E24,Joey, That guy’s still doing that?!
S06,E24,Rachel,"  Hey!  Oh my God you’re here, let me see your hand!!"
S06,E24,Phoebe," No, you’re too late!!! She already took out the trash!!!"
S06,E24,Ross,  Wow! I have never had such a healthy break-up! She was such a grown-up about it! She didn’t seem too immature for me! Did I just make a huge mistake?
S06,E24,Ross," Elizabeth, thank God! I was just thinking about…"
S06,E24,Ross, What?!
S06,E24,Ross," Okay, break-up’s still on!"
S06,E24,Chandler," Okay, okay, here she comes!  How do I look? Do I look like a guy who doesn’t want to get married?"
S06,E24,Joey," Yeah! And also, a little like a French guy.  I never noticed that before."
S06,E24,Monica,  Hi guys!
S06,E24,Joey, Hey!
S06,E24,Chandler, Hey!
S06,E24,Monica, What are you up too?
S06,E24,Chandler," Oh, just hanging out, talkin’ about uh, websites.  Yeah, we saw this really interesting website about marriage and how totally unnecessary it is and how its just a way for the government to keep tabs on you."
S06,E24,Joey,"  Yeah, Big Brother."
S06,E24,Monica, Well that’s a little crazy. Although I am y’know glad to hear that you’re branching out on what you look at on the Internet.
S06,E24,Chandler," Yeah, well… Y’know, it just got me thinking though, why would anybody ever want to get married huh?"
S06,E24,Monica, Why?! To celebrate your relationship! To solidify your commitment! To declare your love for one another to the world!
S06,E24,Chandler, Eh…
S06,E24,Monica, Okay well that’s good to know.
S06,E24,Joey,  The Mr. Bowmont’s here!!! 
S06,E24,Monica," Sure, I love this part! "
S06,E24,Monica, Richard!
S06,E24,Monica," Ohh… Oh, that’s okay I hate when people come back to complement the chef. Like I have nothing better to do! So what’s up?"
S06,E24,Monica," Oh, good to see you too. Did you come down here to tell me that?"
S06,E24,Monica, What uh—What did you—What?!
S06,E24,Monica, Y’know you’re really not supposed to be back here!
S06,E24,Monica, Oh God…  Why don’t they put chairs back here?!
S06,E24,Monica, What the… Yes you’re too late! Where was all this three years ago?!
S06,E24,Monica, What were you doing in Africa?
S06,E24,Monica," Ohhh! What are you doing to me?! Oh look, I-I… I’m sorry but umm, this-this-this-this is not going to happen."
S06,E24,Monica," Well he is! Yeah, I mean marriage is all he talks about! My goodness, in fact, I’m the one that’s making him wait!"
S06,E24,Monica, Yeah!
S06,E24,Monica, Why? Because of the government.
S06,E24,Rachel," Isn’t it incredible?! Monica and Chandler, gettin’ married."
